Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1977,12,1977-01-12,Wed,REG,H,Clemson,17,ACC,L,73,80,OT,10,2,L 1,Cameron Indoor Stadium
1977,13,1977-01-15,Sat,REG,A,North Carolina,5,ACC,L,68,77,NA,10,3,L 2,Carmichael Auditorium
1977,14,1977-01-17,Mon,REG,A,Virginia,NA,ACC,W,82,74,OT,11,3,W 1,University Hall
1977,15,1977-01-19,Wed,REG,A,Wake Forest,9,ACC,L,73,85,NA,11,4,L 1,Winston-Salem Memorial Coliseum
1977,16,1977-01-22,Sat,REG,H,North Carolina State,NA,ACC,L,78,79,NA,11,5,L 2,Cameron Indoor Stadium
1977,17,1977-01-29,Sat,REG,A,West Virginia,NA,ECBL,L,65,70,NA,11,6,L 3,WVU Coliseum
1977,18,1977-01-31,Mon,REG,A,Duquesne,NA,ECBL,W,76,49,NA,12,6,W 1,Mellon Arena
1977,19,1977-02-02,Wed,REG,H,Wake Forest,5,ACC,L,80,89,NA,12,7,L 1,Cameron Indoor Stadium
1977,20,1977-02-05,Sat,REG,H,Maryland,NA,ACC,L,64,65,OT,12,8,L 2,Cameron Indoor Stadium
1977,21,1977-02-09,Wed,REG,H,Virginia,NA,ACC,W,65,49,NA,13,8,W 1,Cameron Indoor Stadium
1977,22,1977-02-12,Sat,REG,H,Saint Joseph's,NA,ECC,W,72,62,NA,14,8,W 2,Cameron Indoor Stadium
1977,23,1977-02-16,Wed,REG,A,North Carolina State,NA,ACC,L,74,92,NA,14,9,L 1,Reynolds Coliseum
1977,24,1977-02-19,Sat,REG,A,Maryland,NA,ACC,L,72,85,NA,14,10,L 2,Cole Fieldhouse
1977,25,1977-02-23,Wed,REG,A,Clemson,19,ACC,L,63,67,NA,14,11,L 3,Littlejohn Coliseum
1977,26,1977-02-26,Sat,REG,H,North Carolina,9,ACC,L,71,84,NA,14,12,L 4,Cameron Indoor Stadium
1977,27,1977-03-03,Thu,CTOURN,N,Clemson,18,ACC,L,74,82,NA,14,13,L 5,Greensboro Coliseum
1978,1,1977-11-26,Sat,REG,H,Johns Hopkins,NA,NA,W,95,49,NA,1,0,W 1,Cameron Indoor Stadium
1978,2,1977-11-29,Tue,REG,H,Washington College,NA,NA,W,110,66,NA,2,0,W 2,Cameron Indoor Stadium
1978,3,1977-12-02,Fri,REG,N,North Carolina,2,ACC,L,66,79,NA,2,1,L 1,Greensboro Coliseum
1978,4,1977-12-03,Sat,REG,N,Wake Forest,18,ACC,W,97,84,NA,3,1,W 1,Greensboro Coliseum
1978,5,1977-12-08,Thu,REG,A,Southern Methodist,NA,SWC,W,91,67,NA,4,1,W 2,Moody Coliseum
1978,6,1977-12-10,Sat,REG,A,Southern California,NA,Pac-8,L,81,87,OT,4,2,L 1,L. A. Sports Arena
1978,7,1977-12-13,Tue,REG,H,Chicago,NA,NA,W,99,61,NA,5,2,W 1,Cameron Indoor Stadium
1978,8,1977-12-28,Wed,REG,H,Duquesne,NA,EAA,W,74,65,NA,6,2,W 2,Raleigh Memorial Auditorium
1978,9,1977-12-29,Thu,REG,H,Saint Joseph's,NA,ECC,W,74,61,NA,7,2,W 3,Raleigh Memorial Auditorium
1978,10,1978-01-02,Mon,REG,A,Virginia Tech,NA,Ind,W,86,79,NA,8,2,W 4,Roanoke Civic Center
1978,11,1978-01-04,Wed,REG,A,Maryland,15,ACC,W,88,78,NA,9,2,W 5,Cole Fieldhouse
1978,12,1978-01-07,Sat,REG,A,North Carolina State,NA,ACC,L,50,74,NA,9,3,L 1,Raleigh Memorial Auditorium
1978,13,1978-01-09,Mon,REG,H,Lehigh,NA,ECC,W,105,63,NA,10,3,W 1,Cameron Indoor Stadium
1978,14,1978-01-11,Wed,REG,A,Clemson,NA,ACC,W,107,85,NA,11,3,W 2,Littlejohn Coliseum
1978,15,1978-01-14,Sat,REG,H,North Carolina,2,ACC,W,92,84,NA,12,3,W 3,Cameron Indoor Stadium
1978,16,1978-01-18,Wed,REG,H,Wake Forest,NA,ACC,W,81,72,NA,13,3,W 4,Cameron Indoor Stadium
1978,17,1978-01-21,Sat,REG,A,La Salle,NA,ECC,W,91,81,NA,14,3,W 5,The Spectrum
1978,18,1978-01-25,Wed,REG,A,Virginia,18,ACC,L,73,74,NA,14,4,L 1,University Hall
1978,19,1978-01-28,Sat,REG,H,East Carolina,NA,Ind,W,105,82,NA,15,4,W 1,Cameron Indoor Stadium
1978,20,1978-02-02,Thu,REG,A,Wake Forest,NA,ACC,L,60,79,NA,15,5,L 1,Winston-Salem Memorial Coliseum
1978,21,1978-02-08,Wed,REG,H,Virginia,13,ACC,W,100,75,NA,16,5,W 1,Cameron Indoor Stadium
1978,22,1978-02-11,Sat,REG,H,Davidson,NA,Southern,W,104,88,NA,17,5,W 2,Cameron Indoor Stadium
1978,23,1978-02-15,Wed,REG,H,North Carolina State,NA,ACC,W,76,64,NA,18,5,W 3,Cameron Indoor Stadium
1978,24,1978-02-18,Sat,REG,H,Maryland,NA,ACC,W,81,70,NA,19,5,W 4,Cameron Indoor Stadium
1978,25,1978-02-22,Wed,REG,H,Clemson,NA,ACC,W,78,62,NA,20,5,W 5,Cameron Indoor Stadium
1978,26,1978-02-25,Sat,REG,A,North Carolina,8,ACC,L,83,87,NA,20,6,L 1,Carmichael Auditorium
1978,27,1978-03-01,Wed,CTOURN,N,Clemson,NA,ACC,W,83,72,NA,21,6,W 1,Greensboro Coliseum
1978,28,1978-03-02,Thu,CTOURN,N,Maryland,NA,ACC,W,81,69,NA,22,6,W 2,Greensboro Coliseum
1978,29,1978-03-04,Sat,CTOURN,A,Wake Forest,NA,ACC,W,85,77,NA,23,6,W 3,Greensboro Coliseum
1978,30,1978-03-12,Sun,NCAA,N,Rhode Island,NA,Ind,W,63,62,NA,24,6,W 4,NA
1978,31,1978-03-17,Fri,NCAA,N,Pennsylvania,20,Ivy,W,84,80,NA,25,6,W 5,NA
1978,32,1978-03-19,Sun,NCAA,N,Villanova,NA,EAA,W,90,72,NA,26,6,W 6,NA
1978,33,1978-03-25,Sat,NCAA,N,Notre Dame,6,Ind,W,90,86,NA,27,6,W 7,NA
1978,34,1978-03-27,Mon,NCAA,N,Kentucky,1,SEC,L,88,94,NA,27,7,L 1,NA
1979,1,1978-11-25,Sat,REG,A,Western Kentucky,NA,OVC,W,78,53,NA,1,0,W 1,E.A. Diddle Arena
1979,2,1978-11-27,Mon,REG,H,Southern Methodist,NA,SWC,W,86,80,NA,2,0,W 2,Cameron Indoor Stadium
1979,3,1978-12-01,Fri,REG,N,North Carolina State,6,ACC,W,65,63,NA,3,0,W 3,Greensboro Coliseum
1979,4,1978-12-02,Sat,REG,N,North Carolina,14,ACC,W,78,68,NA,4,0,W 4,Greensboro Coliseum
1979,5,1978-12-05,Tue,REG,H,La Salle,NA,ECC,W,66,42,NA,5,0,W 5,Cameron Indoor Stadium
1979,6,1978-12-13,Wed,REG,H,Southern California,12,Pac-10,W,79,65,NA,6,0,W 6,Cameron Indoor Stadium
1979,7,1978-12-29,Fri,REG,N,Ohio State,NA,Big Ten,L,84,90,OT,6,1,L 1,Madison Square Garden (IV)
1979,8,1978-12-30,Sat,REG,A,St. John's,NA,NJNY7,L,66,69,NA,6,2,L 2,Madison Square Garden (IV)
1979,9,1979-01-02,Tue,REG,A,Davidson,NA,Southern,W,77,59,NA,7,2,W 1,Charlotte Coliseum
1979,10,1979-01-05,Fri,REG,H,Long Beach State,15,PCAA,W,79,78,NA,8,2,W 2,Raleigh Memorial Auditorium
1979,11,1979-01-06,Sat,REG,H,Tulane,NA,Metro,W,74,64,NA,9,2,W 3,Raleigh Memorial Auditorium
1979,12,1979-01-10,Wed,REG,H,Clemson,NA,ACC,W,73,54,NA,10,2,W 4,Cameron Indoor Stadium
1979,13,1979-01-13,Sat,REG,A,North Carolina,3,ACC,L,68,74,NA,10,3,L 1,Carmichael Auditorium
1979,14,1979-01-18,Thu,REG,H,Wake Forest,NA,ACC,W,81,69,NA,11,3,W 1,Cameron Indoor Stadium
1979,15,1979-01-21,Sun,REG,A,North Carolina State,14,ACC,W,75,69,NA,12,3,W 2,Reynolds Coliseum
1979,16,1979-01-24,Wed,REG,A,Virginia,NA,ACC,W,84,66,NA,13,3,W 3,University Hall
1979,17,1979-01-28,Sun,REG,H,Marquette,13,Ind,W,69,64,NA,14,3,W 4,Greensboro Coliseum
1979,18,1979-01-31,Wed,REG,A,Wake Forest,NA,ACC,W,75,60,NA,15,3,W 5,Winston-Salem Memorial Coliseum
1979,19,1979-02-03,Sat,REG,H,Maryland,17,ACC,W,87,78,NA,16,3,W 6,Cameron Indoor Stadium
1979,20,1979-02-06,Tue,REG,H,Virginia,NA,ACC,W,64,63,NA,17,3,W 7,Cameron Indoor Stadium
1979,21,1979-02-10,Sat,REG,H,Pittsburgh,NA,EAA,L,69,71,NA,17,4,L 1,Cameron Indoor Stadium
1979,22,1979-02-14,Wed,REG,H,North Carolina State,NA,ACC,W,66,48,NA,18,4,W 1,Cameron Indoor Stadium
1979,23,1979-02-16,Fri,REG,A,Maryland,NA,ACC,L,68,70,NA,18,5,L 1,Cole Fieldhouse
1979,24,1979-02-18,Sun,REG,H,Louisville,9,Metro,W,88,72,NA,19,5,W 1,Charlotte Coliseum
1979,25,1979-02-21,Wed,REG,A,Clemson,NA,ACC,L,49,70,NA,19,6,L 1,Littlejohn Coliseum
1979,26,1979-02-24,Sat,REG,H,North Carolina,4,ACC,W,47,40,NA,20,6,W 1,Cameron Indoor Stadium
1979,27,1979-03-01,Thu,CTOURN,A,Wake Forest,NA,ACC,W,58,56,NA,21,6,W 2,Greensboro Coliseum
1979,28,1979-03-02,Fri,CTOURN,N,North Carolina State,NA,ACC,W,62,59,NA,22,6,W 3,Greensboro Coliseum
1979,29,1979-03-03,Sat,CTOURN,N,North Carolina,7,ACC,L,63,71,NA,22,7,L 1,Greensboro Coliseum
1979,30,1979-03-10,Sat,NCAA,N,St. John's,NA,NJNY7,L,78,80,NA,22,8,L 2,NA
1980,1,1979-11-17,Sat,REG,N,Kentucky,2,SEC,W,82,76,OT,1,0,W 1,Springfield Civic Center
1980,2,1979-11-30,Fri,REG,N,Wake Forest,NA,ACC,W,72,70,NA,2,0,W 2,Greensboro Coliseum
1980,3,1979-12-01,Sat,REG,N,North Carolina,6,ACC,W,86,74,NA,3,0,W 3,Greensboro Coliseum
1980,4,1979-12-05,Wed,REG,H,Princeton,NA,Ivy,W,81,45,NA,4,0,W 4,Cameron Indoor Stadium
1980,5,1979-12-08,Sat,REG,H,East Carolina,NA,Ind,W,92,73,NA,5,0,W 5,Cameron Indoor Stadium
1980,6,1979-12-11,Tue,REG,A,Pennsylvania,NA,Ivy,W,70,57,NA,6,0,W 6,The Palestra
1980,7,1979-12-21,Fri,REG,N,Boston College,NA,Big East,W,70,64,OT,7,0,W 7,Dunkin' Donuts Center
1980,8,1979-12-22,Sat,REG,A,Providence,NA,Big East,W,82,78,NA,8,0,W 8,Dunkin' Donuts Center
1980,9,1979-12-28,Fri,REG,N,Vermont,NA,ECACN,W,92,67,NA,9,0,W 9,Cameron Indoor Stadium
1980,10,1979-12-29,Sat,REG,N,Cincinnati,NA,Metro,W,87,75,OT,10,0,W 10,Cameron Indoor Stadium
1980,11,1980-01-05,Sat,REG,H,Colgate,NA,ECACN,W,73,44,NA,11,0,W 11,Cameron Indoor Stadium
1980,12,1980-01-07,Mon,REG,H,Georgia Tech,NA,ACC,W,55,42,NA,12,0,W 12,Cameron Indoor Stadium
1980,13,1980-01-09,Wed,REG,A,Clemson,18,ACC,L,82,87,OT,12,1,L 1,Littlejohn Coliseum
1980,14,1980-01-12,Sat,REG,H,North Carolina,15,ACC,L,67,82,NA,12,2,L 2,Cameron Indoor Stadium
1980,15,1980-01-16,Wed,REG,H,Wake Forest,NA,ACC,W,67,66,NA,13,2,W 1,Cameron Indoor Stadium
1980,16,1980-01-19,Sat,REG,H,North Carolina State,16,ACC,W,67,56,NA,14,2,W 2,Cameron Indoor Stadium
1980,17,1980-01-21,Mon,REG,A,Georgia Tech,NA,ACC,W,56,49,NA,15,2,W 3,Alexander Memorial Coliseum
1980,18,1980-01-23,Wed,REG,H,Virginia,17,ACC,L,84,90,NA,15,3,L 1,Cameron Indoor Stadium
1980,19,1980-01-26,Sat,REG,A,Pittsburgh,NA,EAA,W,78,69,NA,16,3,W 1,Fitzgerald Fieldhouse
1980,20,1980-01-30,Wed,REG,A,Wake Forest,NA,ACC,W,82,61,NA,17,3,W 2,Winston-Salem Memorial Coliseum
1980,21,1980-02-02,Sat,REG,A,Maryland,12,ACC,L,69,73,NA,17,4,L 1,Cole Fieldhouse
1980,22,1980-02-06,Wed,REG,A,Virginia,18,ACC,L,69,73,NA,17,5,L 2,University Hall
1980,23,1980-02-10,Sun,REG,N,Marquette,NA,Ind,L,77,80,NA,17,6,L 3,Alliant Energy Center
1980,24,1980-02-13,Wed,REG,A,North Carolina State,NA,ACC,L,59,76,NA,17,7,L 4,Reynolds Coliseum
1980,25,1980-02-16,Sat,REG,H,Maryland,8,ACC,W,66,61,NA,18,7,W 1,Cameron Indoor Stadium
1980,26,1980-02-20,Wed,REG,H,Clemson,12,ACC,W,87,82,OT,19,7,W 2,Cameron Indoor Stadium
1980,27,1980-02-23,Sat,REG,A,North Carolina,8,ACC,L,71,96,NA,19,8,L 1,Carmichael Auditorium
1980,28,1980-02-28,Thu,CTOURN,N,North Carolina State,19,ACC,W,68,62,NA,20,8,W 1,Greensboro Coliseum
1980,29,1980-02-29,Fri,CTOURN,N,North Carolina,10,ACC,W,75,61,NA,21,8,W 2,Greensboro Coliseum
1980,30,1980-03-01,Sat,CTOURN,N,Maryland,7,ACC,W,73,72,NA,22,8,W 3,Greensboro Coliseum
1980,31,1980-03-09,Sun,NCAA,N,Pennsylvania,NA,Ivy,W,52,42,NA,23,8,W 4,NA
1980,32,1980-03-13,Thu,NCAA,N,Kentucky,4,SEC,W,55,54,NA,24,8,W 5,NA
1980,33,1980-03-15,Sat,NCAA,N,Purdue,20,Big Ten,L,60,68,NA,24,9,L 1,Rupp Arena
1981,1,1980-11-29,Sat,REG,H,Stetson,NA,Ind,W,67,49,NA,1,0,W 1,Cameron Indoor Stadium
1981,2,1980-12-02,Tue,REG,A,South Florida,NA,Sun Belt,W,83,72,NA,2,0,W 2,Sun Dome
1981,3,1980-12-05,Fri,REG,N,North Carolina,10,ACC,L,76,78,NA,2,1,L 1,Greensboro Coliseum
1981,4,1980-12-06,Sat,REG,N,North Carolina State,NA,ACC,L,60,74,NA,2,2,L 2,Greensboro Coliseum
1981,5,1980-12-09,Tue,REG,A,Vanderbilt,NA,SEC,W,72,69,OT,3,2,W 1,Memorial Gymnasium
1981,6,1980-12-12,Fri,REG,H,Virginia,6,ACC,L,79,91,NA,3,3,L 1,Cameron Indoor Stadium
1981,7,1980-12-19,Fri,REG,H,Brown,NA,Ivy,W,91,60,NA,4,3,W 1,Cameron Indoor Stadium
1981,8,1980-12-20,Sat,REG,H,Detroit Mercy,NA,MW City,W,111,71,NA,5,3,W 2,Cameron Indoor Stadium
1981,9,1980-12-22,Mon,REG,H,Pennsylvania,NA,Ivy,W,88,82,NA,6,3,W 3,Cameron Indoor Stadium
1981,10,1980-12-28,Sun,REG,N,New Orleans,NA,Ind,W,77,63,NA,7,3,W 4,Louisiana Superdome
1981,11,1980-12-29,Mon,REG,N,Tennessee,NA,SEC,L,69,90,NA,7,4,L 1,Louisiana Superdome
1981,12,1981-01-10,Sat,REG,A,Maryland,8,ACC,L,79,94,NA,7,5,L 2,Cole Fieldhouse
1981,13,1981-01-14,Wed,REG,H,Wake Forest,5,ACC,L,73,76,NA,7,6,L 3,Cameron Indoor Stadium
1981,14,1981-01-17,Sat,REG,A,North Carolina,17,ACC,L,65,80,NA,7,7,L 4,Carmichael Auditorium
1981,15,1981-01-19,Mon,REG,H,George Mason,NA,ECACS,W,60,51,NA,8,7,W 1,Cameron Indoor Stadium
1981,16,1981-01-21,Wed,REG,A,North Carolina State,NA,ACC,W,56,47,NA,9,7,W 2,Reynolds Coliseum
1981,17,1981-01-24,Sat,REG,H,Clemson,19,ACC,W,75,57,NA,10,7,W 3,Cameron Indoor Stadium
1981,18,1981-01-27,Tue,REG,A,Rutgers,NA,EAA,W,53,51,NA,11,7,W 4,Louis Brown Athletic Center
1981,19,1981-01-31,Sat,REG,A,Virginia,1,ACC,L,47,68,NA,11,8,L 1,University Hall
1981,20,1981-02-04,Wed,REG,A,Georgia Tech,NA,ACC,W,82,68,NA,12,8,W 1,Alexander Memorial Coliseum
1981,21,1981-02-07,Sat,REG,H,Maryland,13,ACC,W,55,54,NA,13,8,W 2,Cameron Indoor Stadium
1981,22,1981-02-14,Sat,REG,A,Wake Forest,7,ACC,L,52,58,NA,13,9,L 1,Winston-Salem Memorial Coliseum
1981,23,1981-02-19,Thu,REG,H,North Carolina State,NA,ACC,L,51,52,NA,13,10,L 2,Cameron Indoor Stadium
1981,24,1981-02-21,Sat,REG,H,Georgia Tech,NA,ACC,W,83,56,NA,14,10,W 1,Cameron Indoor Stadium
1981,25,1981-02-25,Wed,REG,A,Clemson,NA,ACC,L,52,54,OT,14,11,L 1,Littlejohn Coliseum
1981,26,1981-02-28,Sat,REG,H,North Carolina,11,ACC,W,66,65,OT,15,11,W 1,Cameron Indoor Stadium
1981,27,1981-03-05,Thu,CTOURN,N,Maryland,20,ACC,L,53,56,NA,15,12,L 1,Capital Centre
1981,28,1981-03-12,Thu,NIT,H,North Carolina A&T,NA,MEAC,W,79,69,NA,16,12,W 1,Cameron Indoor Stadium
1981,29,1981-03-16,Mon,NIT,H,Alabama,NA,SEC,W,75,70,NA,17,12,W 2,Cameron Indoor Stadium
1981,30,1981-03-20,Fri,NIT,A,Purdue,NA,Big Ten,L,69,81,NA,17,13,L 1,Mackey Arena
1982,1,1981-11-28,Sat,REG,H,Vanderbilt,NA,SEC,L,75,76,2OT,0,1,L 1,Cameron Indoor Stadium
1982,2,1981-12-02,Wed,REG,H,La Salle,NA,ECC,W,61,55,NA,1,1,W 1,Cameron Indoor Stadium
1982,3,1981-12-05,Sat,REG,H,Appalachian State,NA,Southern,L,70,75,NA,1,2,L 1,Cameron Indoor Stadium
1982,4,1981-12-09,Wed,REG,A,Virginia,5,ACC,L,83,92,NA,1,3,L 2,University Hall
1982,5,1981-12-12,Sat,REG,A,Princeton,NA,Ivy,L,55,72,NA,1,4,L 3,Jadwin Gymnasium
1982,6,1981-12-22,Tue,REG,H,East Carolina,NA,ECACS,W,70,57,NA,2,4,W 1,Cameron Indoor Stadium
1982,7,1981-12-29,Tue,REG,H,Davidson,NA,Southern,L,73,75,NA,2,5,L 1,Cameron Indoor Stadium
1982,8,1981-12-30,Wed,REG,H,Auburn,NA,SEC,W,72,71,NA,3,5,W 1,Cameron Indoor Stadium
1982,9,1982-01-02,Sat,REG,A,Louisville,14,Metro,L,61,99,NA,3,6,L 1,Freedom Hall
1982,10,1982-01-06,Wed,REG,H,Rutgers,NA,EAA,W,80,61,NA,4,6,W 1,Cameron Indoor Stadium
1982,11,1982-01-09,Sat,REG,H,Maryland,NA,ACC,L,36,40,NA,4,7,L 1,Cameron Indoor Stadium
1982,12,1982-01-13,Wed,REG,N,Wake Forest,NA,ACC,L,48,58,NA,4,8,L 2,Greensboro Coliseum
1982,13,1982-01-16,Sat,REG,H,North Carolina,1,ACC,L,63,73,NA,4,9,L 3,Cameron Indoor Stadium
1982,14,1982-01-20,Wed,REG,H,North Carolina State,14,ACC,W,49,48,NA,5,9,W 1,Cameron Indoor Stadium
1982,15,1982-01-23,Sat,REG,A,Clemson,NA,ACC,W,50,44,NA,6,9,W 2,Littlejohn Coliseum
1982,16,1982-01-27,Wed,REG,N,Holy Cross,NA,ECACN,W,66,60,NA,7,9,W 3,Izod Center
1982,17,1982-01-30,Sat,REG,H,Virginia,3,ACC,L,65,77,NA,7,10,L 1,Cameron Indoor Stadium
1982,18,1982-02-03,Wed,REG,H,Georgia Tech,NA,ACC,W,47,46,NA,8,10,W 1,Cameron Indoor Stadium
1982,19,1982-02-06,Sat,REG,A,Maryland,NA,ACC,L,60,77,NA,8,11,L 1,Cole Fieldhouse
1982,20,1982-02-08,Mon,REG,H,North Carolina-Wilmington,NA,Ind,W,67,57,OT,9,11,W 1,Cameron Indoor Stadium
1982,21,1982-02-10,Wed,REG,A,Stetson,NA,Ind,L,81,88,NA,9,12,L 1,Edmunds Center
1982,22,1982-02-13,Sat,REG,H,Wake Forest,16,ACC,L,71,86,NA,9,13,L 2,Cameron Indoor Stadium
1982,23,1982-02-16,Tue,REG,A,North Carolina State,NA,ACC,L,56,72,NA,9,14,L 3,Reynolds Coliseum
1982,24,1982-02-20,Sat,REG,A,Georgia Tech,NA,ACC,L,78,87,NA,9,15,L 4,Alexander Memorial Coliseum
1982,25,1982-02-24,Wed,REG,H,Clemson,NA,ACC,W,73,72,3OT,10,15,W 1,Cameron Indoor Stadium
1982,26,1982-02-27,Sat,REG,A,North Carolina,2,ACC,L,66,84,NA,10,16,L 1,Carmichael Auditorium
1982,27,1982-03-05,Fri,CTOURN,N,Wake Forest,16,ACC,L,53,88,NA,10,17,L 2,Greensboro Coliseum
1983,1,1982-11-27,Sat,REG,H,East Carolina,NA,ECACS,W,70,65,NA,1,0,W 1,Cameron Indoor Stadium
1983,2,1982-11-29,Mon,REG,H,Appalachian State,NA,Southern,W,73,57,NA,2,0,W 2,Cameron Indoor Stadium
1983,3,1982-12-02,Thu,REG,A,Colorado,NA,Big 8,L,70,79,NA,2,1,L 1,Coors Events/Conference Center
1983,4,1982-12-04,Sat,REG,N,University of California,NA,Pac-10,L,71,76,NA,2,2,L 2,Oracle Arena
1983,5,1982-12-08,Wed,REG,H,Virginia,1,ACC,L,91,104,NA,2,3,L 3,Cameron Indoor Stadium
1983,6,1982-12-11,Sat,REG,A,Vanderbilt,NA,SEC,L,65,74,NA,2,4,L 4,Memorial Gymnasium
1983,7,1982-12-14,Tue,REG,H,Davidson,NA,Southern,W,63,60,NA,3,4,W 1,Cameron Indoor Stadium
1983,8,1982-12-29,Wed,REG,H,New Hampshire,NA,ECACN,W,84,48,NA,4,4,W 2,Cameron Indoor Stadium
1983,9,1983-01-03,Mon,REG,H,George Mason,NA,ECACS,W,90,79,NA,5,4,W 3,Cameron Indoor Stadium
1983,10,1983-01-05,Wed,REG,H,Wagner,NA,ECACM,L,77,84,NA,5,5,L 1,Cameron Indoor Stadium
1983,11,1983-01-08,Sat,REG,A,La Salle,NA,ECC,W,61,60,NA,6,5,W 1,The Palestra
1983,12,1983-01-12,Wed,REG,H,Louisville,9,Metro,L,76,91,NA,6,6,L 1,Cameron Indoor Stadium
1983,13,1983-01-15,Sat,REG,A,Maryland,NA,ACC,W,86,67,NA,7,6,W 1,Cole Fieldhouse
1983,14,1983-01-19,Wed,REG,H,Wake Forest,NA,ACC,L,84,88,NA,7,7,L 1,Cameron Indoor Stadium
1983,15,1983-01-22,Sat,REG,A,North Carolina,3,ACC,L,82,103,NA,7,8,L 2,Carmichael Auditorium
1983,16,1983-01-26,Wed,REG,A,North Carolina State,NA,ACC,L,79,94,NA,7,9,L 3,Reynolds Coliseum
1983,17,1983-01-29,Sat,REG,H,Clemson,NA,ACC,W,99,96,NA,8,9,W 1,Cameron Indoor Stadium
1983,18,1983-02-02,Wed,REG,H,William & Mary,NA,ECACS,W,73,71,NA,9,9,W 2,Cameron Indoor Stadium
1983,19,1983-02-05,Sat,REG,A,Virginia,3,ACC,L,84,105,NA,9,10,L 1,University Hall
1983,20,1983-02-09,Wed,REG,A,Georgia Tech,NA,ACC,L,66,67,NA,9,11,L 2,Alexander Memorial Coliseum
1983,21,1983-02-16,Wed,REG,H,Stetson,NA,Ind,W,89,80,NA,10,11,W 1,Cameron Indoor Stadium
1983,22,1983-02-19,Sat,REG,N,Wake Forest,NA,ACC,L,104,110,NA,10,12,L 1,Greensboro Coliseum
1983,23,1983-02-21,Mon,REG,H,Maryland,NA,ACC,L,90,101,NA,10,13,L 2,Cameron Indoor Stadium
1983,24,1983-02-23,Wed,REG,H,North Carolina State,NA,ACC,L,79,96,NA,10,14,L 3,Cameron Indoor Stadium
1983,25,1983-02-26,Sat,REG,H,Georgia Tech,NA,ACC,W,106,81,NA,11,14,W 1,Cameron Indoor Stadium
1983,26,1983-03-02,Wed,REG,A,Clemson,NA,ACC,L,86,93,NA,11,15,L 1,Littlejohn Coliseum
1983,27,1983-03-05,Sat,REG,H,North Carolina,8,ACC,L,81,105,NA,11,16,L 2,Cameron Indoor Stadium
1983,28,1983-03-11,Fri,CTOURN,N,Virginia,2,ACC,L,66,109,NA,11,17,L 3,The Omni
1984,1,1983-11-26,Sat,REG,H,Vanderbilt,NA,SEC,W,78,74,NA,1,0,W 1,Cameron Indoor Stadium
1984,2,1983-11-30,Wed,REG,A,William & Mary,NA,ECACS,W,70,68,NA,2,0,W 2,Kaplan Arena at William and Mary Hall
1984,3,1983-12-03,Sat,REG,N,Davidson,NA,Southern,W,90,63,NA,3,0,W 3,Charlotte Coliseum
1984,4,1983-12-05,Mon,REG,H,South Florida,NA,Sun Belt,W,95,66,NA,4,0,W 4,Cameron Indoor Stadium
1984,5,1983-12-07,Wed,REG,H,Ohio,NA,MAC,W,82,63,NA,5,0,W 5,Cameron Indoor Stadium
1984,6,1983-12-10,Sat,REG,H,East Carolina,NA,ECACS,W,80,64,NA,6,0,W 6,Cameron Indoor Stadium
1984,7,1983-12-12,Mon,REG,H,Massachusetts,NA,A-10,W,88,56,NA,7,0,W 7,Cameron Indoor Stadium
1984,8,1983-12-21,Wed,REG,H,Colorado,NA,Big 8,W,79,72,NA,8,0,W 8,Cameron Indoor Stadium
1984,9,1983-12-27,Tue,REG,N,Southern Methodist,NA,SWC,L,76,78,NA,8,1,L 1,Neal S. Blaisdell Center
1984,10,1983-12-28,Wed,REG,N,Pacific,NA,PCAA,W,68,66,NA,9,1,W 1,Neal S. Blaisdell Center
1984,11,1983-12-30,Fri,REG,N,Navy,NA,ECACS,W,90,79,NA,10,1,W 2,Neal S. Blaisdell Center
1984,12,1984-01-04,Wed,REG,H,Loyola,NA,ECACM,W,92,68,NA,11,1,W 3,Cameron Indoor Stadium
1984,13,1984-01-07,Sat,REG,A,Virginia,20,ACC,W,78,72,NA,12,1,W 4,University Hall
1984,14,1984-01-09,Mon,REG,H,Bucknell,NA,ECC,W,84,67,NA,13,1,W 5,Cameron Indoor Stadium
1984,15,1984-01-11,Wed,REG,H,Appalachian State,NA,Southern,W,73,60,NA,14,1,W 6,Cameron Indoor Stadium
1984,16,1984-01-14,Sat,REG,H,Maryland,5,ACC,L,75,81,NA,14,2,L 1,Cameron Indoor Stadium
1984,17,1984-01-18,Wed,REG,N,Wake Forest,12,ACC,L,66,97,NA,14,3,L 2,Greensboro Coliseum
1984,18,1984-01-21,Sat,REG,H,North Carolina,1,ACC,L,73,78,NA,14,4,L 3,Cameron Indoor Stadium
1984,19,1984-01-26,Thu,REG,H,North Carolina State,NA,ACC,L,76,79,NA,14,5,L 4,Cameron Indoor Stadium
1984,20,1984-01-28,Sat,REG,A,Clemson,NA,ACC,W,67,65,NA,15,5,W 1,Littlejohn Coliseum
1984,21,1984-01-30,Mon,REG,A,Georgia Tech,NA,ACC,W,69,68,NA,16,5,W 2,Alexander Memorial Coliseum
1984,22,1984-02-04,Sat,REG,H,Virginia,NA,ACC,W,67,64,NA,17,5,W 3,Cameron Indoor Stadium
1984,23,1984-02-08,Wed,REG,A,Harvard,NA,Ivy,W,89,86,NA,18,5,W 4,Lavietes Pavilion
